Date_of_Stay	Bucket	Season
2018-07-12	ABEF	Low
2018-07-12	CDGH	Low
2018-07-12	IJ	Low
2018-07-12	KLZ	Low
2018-07-12	QRSTY	Low
2018-07-13	ABEF	Low
2018-07-13	CDGH	Low
2018-07-13	IJ	Low
2018-07-13	KLZ	Low
2018-07-13	QRSTY	Low
2018-07-14	ABEF	Low
2018-07-14	CDGH	Low
2018-07-14	IJ	Low
2018-07-14	KLZ	Low
2018-07-14	QRSTY	Low
2018-07-15	ABEF	Low
2018-07-15	CDGH	Low
2018-07-15	IJ	Low
2018-07-15	KLZ	Low
2018-07-15	QRSTY	Low
2018-07-16	ABEF	Low
2018-07-16	CDGH	Low
2018-07-16	IJ	Low
2018-07-16	KLZ	Low
2018-07-16	QRSTY	Low
2018-07-17	ABEF	Low
2018-07-17	CDGH	Low
2018-07-17	IJ	Low
2018-07-17	KLZ	Low
2018-07-17	QRSTY	Low
2018-07-18	ABEF	Low
2018-07-18	CDGH	Low
2018-07-18	IJ	Low
2018-07-18	KLZ	Low
2018-07-18	QRSTY	Low
2018-07-19	ABEF	Low
2018-07-19	CDGH	Low
2018-07-19	IJ	Low
2018-07-19	KLZ	Low
2018-07-19	QRSTY	Low
2018-07-20	ABEF	Low
2018-07-20	CDGH	Low
2018-07-20	IJ	Low
2018-07-20	KLZ	Low
2018-07-20	QRSTY	Low
2018-07-21	ABEF	Low
2018-07-21	CDGH	Low
2018-07-21	IJ	Low
2018-07-21	KLZ	Low
2018-07-21	QRSTY	Low
2018-07-22	ABEF	Low
2018-07-22	CDGH	Low
2018-07-22	IJ	Low
2018-07-22	KLZ	Low
2018-07-22	QRSTY	Low
2018-07-23	ABEF	Low
2018-07-23	CDGH	Low
2018-07-23	IJ	Low
2018-07-23	KLZ	Low
2018-07-23	QRSTY	Low
2018-07-24	ABEF	Low
2018-07-24	CDGH	Low
2018-07-24	IJ	Low
2018-07-24	KLZ	Low
2018-07-24	QRSTY	Low
2018-07-25	ABEF	Low
2018-07-25	CDGH	Low
2018-07-25	IJ	Low
2018-07-25	KLZ	Low
2018-07-25	QRSTY	Low
2018-07-26	ABEF	Low
2018-07-26	CDGH	Low
2018-07-26	IJ	Low
2018-07-26	KLZ	Low
2018-07-26	QRSTY	Low
2018-07-27	ABEF	Low
2018-07-27	CDGH	Low
2018-07-27	IJ	Low
2018-07-27	KLZ	Low
2018-07-27	QRSTY	Low
2018-07-28	ABEF	Low
2018-07-28	CDGH	Low
2018-07-28	IJ	Low
2018-07-28	KLZ	Low
2018-07-28	QRSTY	Low
2018-07-29	ABEF	Low
2018-07-29	CDGH	Low
2018-07-29	IJ	Low
2018-07-29	KLZ	Low
2018-07-29	QRSTY	Low
2018-07-30	ABEF	Low
2018-07-30	CDGH	Low
2018-07-30	IJ	Low
2018-07-30	KLZ	Low
2018-07-30	QRSTY	Low
2018-07-31	ABEF	Low
2018-07-31	CDGH	Low
2018-07-31	IJ	Low
2018-07-31	KLZ	Low
2018-07-31	QRSTY	Low
2018-08-01	ABEF	Low
2018-08-01	CDGH	Low
2018-08-01	IJ	Low
2018-08-01	KLZ	Low
2018-08-01	QRSTY	Low
2018-08-02	ABEF	Low
2018-08-02	CDGH	Low
2018-08-02	IJ	Low
2018-08-02	KLZ	Low
2018-08-02	QRSTY	Low
2018-08-03	ABEF	Low
2018-08-03	CDGH	Low
2018-08-03	IJ	Low
2018-08-03	KLZ	Low
2018-08-03	QRSTY	Low
2018-08-04	ABEF	Low
2018-08-04	CDGH	Low
2018-08-04	IJ	Low
2018-08-04	KLZ	Low
2018-08-04	QRSTY	Low
2018-08-05	ABEF	Low
2018-08-05	CDGH	Low
2018-08-05	IJ	Low
2018-08-05	KLZ	Low
2018-08-05	QRSTY	Low
2018-08-06	ABEF	Low
2018-08-06	CDGH	Low
2018-08-06	IJ	Low
2018-08-06	KLZ	Low
2018-08-06	QRSTY	Low
2018-08-07	ABEF	Low
2018-08-07	CDGH	Low
2018-08-07	IJ	Low
2018-08-07	KLZ	Low
2018-08-07	QRSTY	Low
2018-08-08	ABEF	Low
2018-08-08	CDGH	Low
2018-08-08	IJ	Low
2018-08-08	KLZ	Low
2018-08-08	QRSTY	Low
2018-08-09	ABEF	Low
2018-08-09	CDGH	Low
2018-08-09	IJ	Low
2018-08-09	KLZ	Low
2018-08-09	QRSTY	Low
2018-08-10	ABEF	Low
2018-08-10	CDGH	Low
2018-08-10	IJ	Low
2018-08-10	KLZ	Low
2018-08-10	QRSTY	Low
2018-08-11	ABEF	Low
2018-08-11	CDGH	Low
2018-08-11	IJ	Low
2018-08-11	KLZ	Low
2018-08-11	QRSTY	Low
2018-08-12	ABEF	Low
2018-08-12	CDGH	Low
2018-08-12	IJ	Low
2018-08-12	KLZ	Low
2018-08-12	QRSTY	Low
2018-08-13	ABEF	Low
2018-08-13	CDGH	Low
2018-08-13	IJ	Low
2018-08-13	KLZ	Low
2018-08-13	QRSTY	Low
2018-08-14	ABEF	Low
2018-08-14	CDGH	Low
2018-08-14	IJ	Low
2018-08-14	KLZ	Low
2018-08-14	QRSTY	Low
2018-08-15	ABEF	Low
2018-08-15	CDGH	Low
2018-08-15	IJ	Low
2018-08-15	KLZ	Low
2018-08-15	QRSTY	Low
2018-08-16	ABEF	Low
2018-08-16	CDGH	Low
2018-08-16	IJ	Low
2018-08-16	KLZ	Low
2018-08-16	QRSTY	Low
2018-08-17	ABEF	Low
2018-08-17	CDGH	Low
2018-08-17	IJ	Low
2018-08-17	KLZ	Low
2018-08-17	QRSTY	Low
2018-08-18	ABEF	Low
2018-08-18	CDGH	Low
2018-08-18	IJ	Low
2018-08-18	KLZ	Low
2018-08-18	QRSTY	Low
2018-08-19	ABEF	Low
2018-08-19	CDGH	Low
2018-08-19	IJ	Low
2018-08-19	KLZ	Low
2018-08-19	QRSTY	Low
2018-08-20	ABEF	Low
2018-08-20	CDGH	Low
2018-08-20	IJ	Low
2018-08-20	KLZ	Low
2018-08-20	QRSTY	Low
2018-08-21	ABEF	Low
2018-08-21	CDGH	Low
2018-08-21	IJ	Low
2018-08-21	KLZ	Low
2018-08-21	QRSTY	Low
2018-08-22	ABEF	Low
2018-08-22	CDGH	Low
2018-08-22	IJ	Low
2018-08-22	KLZ	Low
2018-08-22	QRSTY	Low
2018-08-23	ABEF	Low
2018-08-23	CDGH	Low
2018-08-23	IJ	Low
2018-08-23	KLZ	Low
2018-08-23	QRSTY	Low
2018-08-24	ABEF	Low
2018-08-24	CDGH	Low
2018-08-24	IJ	Low
2018-08-24	KLZ	Low
2018-08-24	QRSTY	Low
2018-08-25	ABEF	Low
2018-08-25	CDGH	Low
2018-08-25	IJ	Low
2018-08-25	KLZ	Low
2018-08-25	QRSTY	Low
2018-08-26	ABEF	Low
2018-08-26	CDGH	Low
2018-08-26	IJ	Low
2018-08-26	KLZ	Low
2018-08-26	QRSTY	Low
2018-08-27	ABEF	Low
2018-08-27	CDGH	Low
2018-08-27	IJ	Low
2018-08-27	KLZ	Low
2018-08-27	QRSTY	Low
2018-08-28	ABEF	Low
2018-08-28	CDGH	Low
2018-08-28	IJ	Low
2018-08-28	KLZ	Low
2018-08-28	QRSTY	Low
2018-08-29	ABEF	Low
2018-08-29	CDGH	Low
2018-08-29	IJ	Low
2018-08-29	KLZ	Low
2018-08-29	QRSTY	Low
2018-08-30	ABEF	Low
2018-08-30	CDGH	Low
2018-08-30	IJ	Low
2018-08-30	KLZ	Low
2018-08-30	QRSTY	Low
2018-08-31	ABEF	Low
2018-08-31	CDGH	Low
2018-08-31	IJ	Low
2018-08-31	KLZ	Low
2018-08-31	QRSTY	Low
2018-09-01	ABEF	Low
2018-09-01	CDGH	Low
2018-09-01	IJ	Mid
2018-09-01	KLZ	Low
2018-09-01	QRSTY	Mid
2018-09-02	ABEF	Low
2018-09-02	CDGH	Low
2018-09-02	IJ	Mid
2018-09-02	KLZ	Low
2018-09-02	QRSTY	Mid
2018-09-03	ABEF	Low
2018-09-03	CDGH	Low
2018-09-03	IJ	Mid
2018-09-03	KLZ	Low
2018-09-03	QRSTY	Mid
2018-09-04	ABEF	Low
2018-09-04	CDGH	Low
2018-09-04	IJ	Mid
2018-09-04	KLZ	Low
2018-09-04	QRSTY	Mid
2018-09-05	ABEF	Low
2018-09-05	CDGH	Low
2018-09-05	IJ	Mid
2018-09-05	KLZ	Low
2018-09-05	QRSTY	Mid
2018-09-06	ABEF	Low
2018-09-06	CDGH	Low
2018-09-06	IJ	Mid
2018-09-06	KLZ	Low
2018-09-06	QRSTY	Mid
2018-09-07	ABEF	Low
2018-09-07	CDGH	Low
2018-09-07	IJ	Mid
2018-09-07	KLZ	Low
2018-09-07	QRSTY	Mid
2018-09-08	ABEF	Low
2018-09-08	CDGH	Low
2018-09-08	IJ	Mid
2018-09-08	KLZ	Low
2018-09-08	QRSTY	Mid
2018-09-09	ABEF	Low
2018-09-09	CDGH	Low
2018-09-09	IJ	Mid
2018-09-09	KLZ	Low
2018-09-09	QRSTY	Mid
2018-09-10	ABEF	Low
2018-09-10	CDGH	Low
2018-09-10	IJ	Mid
2018-09-10	KLZ	Low
2018-09-10	QRSTY	Mid
2018-09-11	ABEF	Low
2018-09-11	CDGH	Low
2018-09-11	IJ	Mid
2018-09-11	KLZ	Low
2018-09-11	QRSTY	Mid
2018-09-12	ABEF	Low
2018-09-12	CDGH	Low
2018-09-12	IJ	Mid
2018-09-12	KLZ	Low
2018-09-12	QRSTY	Mid
2018-09-13	ABEF	Low
2018-09-13	CDGH	Low
2018-09-13	IJ	Mid
2018-09-13	KLZ	Low
2018-09-13	QRSTY	Mid
2018-09-14	ABEF	Low
2018-09-14	CDGH	Low
2018-09-14	IJ	Mid
2018-09-14	KLZ	Low
2018-09-14	QRSTY	Mid
2018-09-15	ABEF	Low
2018-09-15	CDGH	Low
2018-09-15	IJ	Mid
2018-09-15	KLZ	Low
2018-09-15	QRSTY	Mid
2018-09-16	ABEF	Low
2018-09-16	CDGH	Low
2018-09-16	IJ	Mid
2018-09-16	KLZ	Low
2018-09-16	QRSTY	Mid
2018-09-17	ABEF	Low
2018-09-17	CDGH	Low
2018-09-17	IJ	Mid
2018-09-17	KLZ	Low
2018-09-17	QRSTY	Mid
2018-09-18	ABEF	Low
2018-09-18	CDGH	Low
2018-09-18	IJ	Mid
2018-09-18	KLZ	Low
2018-09-18	QRSTY	Mid
2018-09-19	ABEF	Low
2018-09-19	CDGH	Low
2018-09-19	IJ	Mid
2018-09-19	KLZ	Low
2018-09-19	QRSTY	Mid
2018-09-20	ABEF	Low
2018-09-20	CDGH	Low
2018-09-20	IJ	Mid
2018-09-20	KLZ	Low
2018-09-20	QRSTY	Mid
2018-09-21	ABEF	Low
2018-09-21	CDGH	Low
2018-09-21	IJ	Mid
2018-09-21	KLZ	Low
2018-09-21	QRSTY	Mid
2018-09-22	ABEF	Low
2018-09-22	CDGH	Low
2018-09-22	IJ	Mid
2018-09-22	KLZ	Low
2018-09-22	QRSTY	Mid
2018-09-23	ABEF	Low
2018-09-23	CDGH	Low
2018-09-23	IJ	Mid
2018-09-23	KLZ	Low
2018-09-23	QRSTY	Mid
2018-09-24	ABEF	Low
2018-09-24	CDGH	Low
2018-09-24	IJ	Mid
2018-09-24	KLZ	Low
2018-09-24	QRSTY	Mid
2018-09-25	ABEF	Low
2018-09-25	CDGH	Low
2018-09-25	IJ	Mid
2018-09-25	KLZ	Low
2018-09-25	QRSTY	Mid
2018-09-26	ABEF	Low
2018-09-26	CDGH	Low
2018-09-26	IJ	Mid
2018-09-26	KLZ	Low
2018-09-26	QRSTY	Mid
2018-09-27	ABEF	Low
2018-09-27	CDGH	Low
2018-09-27	IJ	Mid
2018-09-27	KLZ	Low
2018-09-27	QRSTY	Mid
2018-09-28	ABEF	Low
2018-09-28	CDGH	Low
2018-09-28	IJ	Mid
2018-09-28	KLZ	Low
2018-09-28	QRSTY	Mid
2018-09-29	ABEF	Low
2018-09-29	CDGH	Low
2018-09-29	IJ	Mid
2018-09-29	KLZ	Low
2018-09-29	QRSTY	Mid
2018-09-30	ABEF	Low
2018-09-30	CDGH	Low
2018-09-30	IJ	Mid
2018-09-30	KLZ	Low
2018-09-30	QRSTY	Mid
2018-10-01	ABEF	Low
2018-10-01	CDGH	Low
2018-10-01	IJ	High
2018-10-01	KLZ	Mid
2018-10-01	QRSTY	Mid
2018-10-02	ABEF	Low
2018-10-02	CDGH	Low
2018-10-02	IJ	High
2018-10-02	KLZ	Mid
2018-10-02	QRSTY	Mid
2018-10-03	ABEF	Low
2018-10-03	CDGH	Low
2018-10-03	IJ	High
2018-10-03	KLZ	Mid
2018-10-03	QRSTY	Mid
2018-10-04	ABEF	Low
2018-10-04	CDGH	Low
2018-10-04	IJ	High
2018-10-04	KLZ	Mid
2018-10-04	QRSTY	Mid
2018-10-05	ABEF	Low
2018-10-05	CDGH	Low
2018-10-05	IJ	High
2018-10-05	KLZ	Mid
2018-10-05	QRSTY	Mid
2018-10-06	ABEF	Low
2018-10-06	CDGH	Low
2018-10-06	IJ	High
2018-10-06	KLZ	Mid
2018-10-06	QRSTY	Mid
2018-10-07	ABEF	Low
2018-10-07	CDGH	Low
2018-10-07	IJ	High
2018-10-07	KLZ	Mid
2018-10-07	QRSTY	Mid
2018-10-08	ABEF	Low
2018-10-08	CDGH	Low
2018-10-08	IJ	High
2018-10-08	KLZ	Mid
2018-10-08	QRSTY	Mid
2018-10-09	ABEF	Low
2018-10-09	CDGH	Low
2018-10-09	IJ	High
2018-10-09	KLZ	Mid
2018-10-09	QRSTY	Mid
2018-10-10	ABEF	Low
2018-10-10	CDGH	Low
2018-10-10	IJ	High
2018-10-10	KLZ	Mid
2018-10-10	QRSTY	Mid
2018-10-11	ABEF	Low
2018-10-11	CDGH	Low
2018-10-11	IJ	High
2018-10-11	KLZ	Mid
2018-10-11	QRSTY	Mid
2018-10-12	ABEF	Low
2018-10-12	CDGH	Low
2018-10-12	IJ	High
2018-10-12	KLZ	Mid
2018-10-12	QRSTY	Mid
2018-10-13	ABEF	Low
2018-10-13	CDGH	Low
2018-10-13	IJ	High
2018-10-13	KLZ	Mid
2018-10-13	QRSTY	Mid
2018-10-14	ABEF	Low
2018-10-14	CDGH	Low
2018-10-14	IJ	High
2018-10-14	KLZ	Mid
2018-10-14	QRSTY	Mid
2018-10-15	ABEF	Low
2018-10-15	CDGH	Low
2018-10-15	IJ	High
2018-10-15	KLZ	Mid
2018-10-15	QRSTY	Mid
2018-10-16	ABEF	Low
2018-10-16	CDGH	Low
2018-10-16	IJ	High
2018-10-16	KLZ	Mid
2018-10-16	QRSTY	Mid
2018-10-17	ABEF	Low
2018-10-17	CDGH	Low
2018-10-17	IJ	High
2018-10-17	KLZ	Mid
2018-10-17	QRSTY	Mid
2018-10-18	ABEF	Low
2018-10-18	CDGH	Low
2018-10-18	IJ	High
2018-10-18	KLZ	Mid
2018-10-18	QRSTY	Mid
2018-10-19	ABEF	Low
2018-10-19	CDGH	Low
2018-10-19	IJ	High
2018-10-19	KLZ	Mid
2018-10-19	QRSTY	Mid
2018-10-20	ABEF	Low
2018-10-20	CDGH	Low
2018-10-20	IJ	High
2018-10-20	KLZ	Mid
2018-10-20	QRSTY	Mid
2018-10-21	ABEF	Low
2018-10-21	CDGH	Low
2018-10-21	IJ	High
2018-10-21	KLZ	Mid
2018-10-21	QRSTY	Mid
2018-10-22	ABEF	Low
2018-10-22	CDGH	Low
2018-10-22	IJ	High
2018-10-22	KLZ	Mid
2018-10-22	QRSTY	Mid
